Author Info
Author,# Of Reviews,Product URL,Rating,Average Rating,Review Text,Review Date,Sentiment Score,Word Count,# LQ Words,Verified Purchase,Repeatability Percentage
Michael Hudson,43,https://www.amazon.ca/Frigidaire-FFRE1033S1-450sqft-Conditioner-Function/dp/B01B4XUPWY?ref=pf_vv_at_pdctrvw_dp,5,4.1,"Shipped really quick, arrived right to my door with no problems and as described. Amazon is awesome! Great price even better than stores and cheap shipping with Amazon prime. Noticeably quieter than my old A/C and powerful. Dimensions are …",2017-06-13,0.6847576,39,0,Yes,0.016393442622950827
scott morrell,56,https://www.amazon.ca/GU10-White-Light-Energy-Saving/dp/B00CDC6MVE?ref=pf_vv_at_pdctrvw_dp,1,2.4,In my opinion these are not good. I think that the halogen bulbs that i bought at the dollar store lasted longer. LED lights are supposed to last a long time but these didnt for me. And its not even the money so much as the pain to have to get up on the la…,2015-02-09,-0.65422425,55,0,Yes,0.023255813953488347
Amazon Customer,64,https://www.amazon.ca/Carapex-Anti-aging-Combination-Fragrance-Sensitive/dp/B00DSAFH16?ref=pf_vv_at_pdctrvw_dp,4,4.2,Good facial cream. Would recommend. Wish the container was bigger though. Used it up within a month or two using it nightly. Faced felt smoother using this cream.,2018-12-10,0.1506396,28,0,Yes,0.009259259259259266
Rizzle Dizzle,60,https://www.amazon.ca/EKYLIN-Converter-Regulator-Adapter-Vehicle/dp/B01EFUHGMU?ref=pf_vv_at_pdctrvw_dp,5,3.9,Seems like a good product.,2018-06-01,0.733541,5,0,Yes,0.019999999999999993
Rizzle Dizzle,60,https://www.amazon.ca/Labellevie-Motor-Pressure-Diaphragm-Priming/dp/B072BHMCTX?ref=pf_vv_at_pdctrvw_dp,5,3.4,"Works well, higher pressure than I thought",2017-10-02,0.7338,7,0,Yes,0.019999999999999993
scott morrell,56,https://www.amazon.ca/Moking-Children-Digital-Quartz-Waterproof/dp/B00XJG7F6E?ref=pf_vv_at_pdctrvw_dp,1,3.2,Stopped working soon after it got wet in the pool,2017-01-31,-0.885963,10,0,Yes,0.023255813953488347
Client d'Amazon,2,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,3,4.1,Bien mais fait un bruit quand il arrive tout à gauche en oscillant,2018-12-06,-0.348935,12,0,Yes,0.0769230769230769
Jennifer,192,https://www.amazon.ca/Sargent-Art-22-1501-10-Count-Glitter/dp/B005V9V6L2?ref=pf_vv_at_pdctrvw_dp,3,4.6,as expected,2017-09-19,0.0,2,0,Yes,0.01111111111111111
melissa m,11,https://www.amazon.ca/Jolly-Jumper-Sneak-A-Peek-Deluxe-Grey/dp/B01BHM06M6?ref=pf_vv_at_pdctrvw_dp,5,4.7,Fits car seat perfect. Inside has warm fleece.,2018-10-27,0.857477,8,0,Yes,0.2
neighbour2thenorth,25,https://www.amazon.ca/Comfort-Zone-100523779-Multicat-Diffuser/dp/B014HCXERM?ref=pf_vv_at_pdctrvw_dp,5,4.0,Seems to be working well. Two cats (brother/sister); brother was a bully but has calmed down since I plugged in the diffuser a week ago. The only thing that concerns me is that the diffuser gets extremely hot and sometimes smells like som…,2017-11-18,-0.228344,43,0,Yes,0.05
AJ,22,https://www.amazon.ca/Wood-Essential-Oil-Undiluted-Therapeutic/dp/B01CUSKOKK?ref=pf_vv_at_pdctrvw_dp,5,4.5,Great scent and quality. One of my favorites to mix with a lot of others.,2017-05-17,0.943778,15,0,Yes,0.07692307692307694
Jennifer,192,https://www.amazon.ca/Star-Forces-Destiny-Daring-Adventures/dp/1368011225?ref=pf_vv_at_pdctrvw_dp,5,5.0,as expected,2017-09-19,0.0,2,0,Yes,0.01111111111111111
Dan McKelvey,1,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,4,4.1,"Easy to put together, works fine for cooling my small apartment",2018-09-28,0.942883,11,0,Yes,0.25
Jennifer,192,https://www.amazon.ca/Nutrafin-A7922-Betta-Plus-4-Ounce/dp/B003TLUYZI?ref=pf_vv_at_pdctrvw_dp,5,3.8,as expected,2018-11-02,0.0,2,0,Yes,0.01111111111111111
Amazon Customer,64,https://www.amazon.ca/Willtoo-TM-Bunion-Splint-Corrector/dp/B00X28LDBC?ref=pf_vv_at_pdctrvw_dp,4,3.6,Definitely relieves bunion tenderness,2018-03-21,0.270393,4,0,Yes,0.009259259259259266
Heather Hendrick,1,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,3,4.1,Not very sturdy,2018-10-26,-0.524656,3,0,Yes,1.0
Amazon Customer,56,https://www.amazon.ca/Compression-Breathable-Comfortable-Weightlifting-Tendonitis/dp/B076KF43KD?ref=pf_vv_at_pdctrvw_dp,5,3.7,Really helped with my tennis elbow had to use it the whole time working on my house,2018-05-30,0.916989,17,0,Yes,0.03448275862068964
Rizzle Dizzle,60,https://www.amazon.ca/JACKYLED-Converter-Horizontal-Designed-Adjustable/dp/B07BNGVCFM?ref=pf_vv_at_pdctrvw_dp,5,5.0,Works well built strong,2018-09-06,0.958676,4,0,Yes,0.019999999999999993
Allrounder,12,https://www.amazon.ca/Kelty-Low-Loveseat-Camp-Chair/dp/B012EVR3MA?ref=pf_vv_at_pdctrvw_dp,5,5.0,Love the love seat. It's not too heavy to carry with the built-in shoulder strap. Pop it open and fold it down in a second. Great for kids and adults.,2018-08-27,0.1568105,30,0,Yes,0.022222222222222216
Rizzle Dizzle,60,https://www.amazon.ca/Derlights-Aquarium-Hydroponic-Vegetable-Greenhouse/dp/B074P25B74?ref=pf_vv_at_pdctrvw_dp,5,3.9,Great well built product I would have bought more. Prefer if it were cheaper. Seems safe around water(not in water) Use a fan to keep light cool. Will not burn you though.,2018-01-06,0.5909070000000001,32,0,Yes,0.019999999999999993
Amazon Customer,55,https://www.amazon.ca/YF-Summer-Casual-Sleeveless-T-Shirt/dp/B07BJ66GJX?ref=pf_vv_at_pdctrvw_dp,4,3.9,"Nice quality material, vibrant colour, fast shipping. Size runs slightly small so if you want the flowing look as depicted in the picture just order a size up. Very pretty shirt.",2018-07-20,0.8372593333333334,31,0,Yes,0.015873015873015872
Michael Hudson,43,https://www.amazon.ca/Foldable-Flatware-Tableware-Camping-Traveling/dp/B01AVTUFZO?ref=pf_vv_at_pdctrvw_dp,5,4.2,Good price and handy little gadget. Shipped on time. Thanks,2016-10-14,0.14388766666666666,10,0,Yes,0.016393442622950827
Jennifer,192,https://www.amazon.ca/Torani-Sugar-Free-Salted-Caramel-milliliters/dp/B005IGWD1K?ref=pf_vv_at_pdctrvw_dp,4,4.4,has a bit of an after taste,2018-11-02,-0.310003,7,0,Yes,0.01111111111111111
scott morrell,56,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,3,4.1,The legs fold up when you left the base to move it and when you go to set it back down if you’re not careful it’ll fall over,2018-10-29,-0.60512,28,0,Yes,0.023255813953488347
Bala,5,https://www.amazon.ca/Mosiso-MacBook-Release-Keyboard-Protector/dp/B01MY479EV?ref=pf_vv_at_pdctrvw_dp,5,3.8,Value for moneys,2018-10-20,0.0,3,0,Yes,1.0
Amazon Customer,14,https://www.amazon.ca/kwmobile-Silicone-Case-Samsung-Galaxy/dp/B00JYEQ8VI?ref=pf_vv_at_pdctrvw_dp,4,4.0,very smooth very pretty!!,2016-07-21,0.499554,4,0,Yes,0.1111111111111111
Amazon Customer,27,https://www.amazon.ca/Bluelab-PENSOILPH-Soil-Tester-Pen/dp/B00CJIDFAS?ref=pf_vv_at_pdctrvw_dp,5,5.0,Works great thanks,2018-11-16,0.989429,3,0,Yes,0.0769230769230769
Jennifer,192,https://www.amazon.ca/LillyPad-Tablet-Exclusive-Parental-Controls/dp/B01496WWKG?ref=pf_vv_at_pdctrvw_dp,1,2.7,had to return this it was junk,2016-11-24,-0.905531,7,0,Yes,0.01111111111111111
AJ,22,https://www.amazon.ca/BUTTER-100-Natural-Unrefined-Amson-Naturals-Use/dp/B00XD08LS2?ref=pf_vv_at_pdctrvw_dp,5,4.7,Good products as expected.,2016-12-08,0.914095,4,0,Yes,0.07692307692307694
Sheila Borden,24,https://www.amazon.ca/Contigo-THERMALOCK-TwistSeal-Eclipse-Stainless/dp/B01N6PYQVY?ref=pf_vv_at_pdctrvw_dp,5,4.4,I brew my coffee in Kurig then heat in microwave for 1 min place in cup it's still hot when I finish work 8 hrs later.,2018-07-22,-0.793283,26,0,Yes,0.03571428571428568
SIBY PAUL,11,https://www.amazon.ca/Wahl-Canada-3145-Performance-Cutting/dp/B00U0YK4MK?ref=pf_vv_at_pdctrvw_dp,5,4.3,Excellent quality,2018-07-25,0.971285,2,0,Yes,0.16666666666666666
Mike Philpott,21,https://www.amazon.ca/Hamilton-Beach-40880C-1-7L-Electric-Kettle/dp/B00UFQ2LJ2?ref=pf_vv_at_pdctrvw_dp,5,4.4,"Product is fine but the packaging was horrible. Almost looks like it was opened, taken out of the box and thrown back in. The amazon packaging was fine. Just the package that the actual kettle came from the manufacturer in.",2018-12-01,-0.05455949999999998,40,0,Yes,0.062499999999999986
scott morrell,56,https://www.amazon.ca/Household-Essentials-548-1-Zippered-Quilted/dp/B00KTMAD9C?ref=pf_vv_at_pdctrvw_dp,5,4.4,So happy with these that i bought another.,2018-07-17,0.980249,8,0,Yes,0.023255813953488347
scott morrell,56,https://www.amazon.ca/Prince-Lionheart-6990-Booster-Charcoal/dp/B005ZBHXOA?ref=pf_vv_at_pdctrvw_dp,5,4.6,My daughter things she is the queen of the table.,2018-07-17,0.447719,10,0,Yes,0.023255813953488347
Amazon Customer,8,https://www.amazon.ca/Everyday-Life-Bible-Amplified-HC/dp/0446578274?ref=pf_vv_at_pdctrvw_dp,5,4.7,Love my bible!,2018-09-02,0.967474,3,0,Yes,0.07692307692307694
Saima Tazreen,33,https://www.amazon.ca/Harry-Potter-Decal-Set-Macbook/dp/B00V2CWVI4?ref=pf_vv_at_pdctrvw_dp,3,4.1,"Liked it a lot. However, the quality could have been better for the price. Might not buy or recommend.",2018-09-06,0.2631976666666667,19,0,Yes,0.018867924528301886
Amazon Customer,27,https://www.amazon.ca/ADHERETOFLY-Connector-Adjustable-Irrigation-Compensation/dp/B073XF37SW?ref=pf_vv_at_pdctrvw_dp,5,5.0,Thanks,2018-11-16,0.0,1,0,Yes,0.0769230769230769
Amazon Customer,8,https://www.amazon.ca/IVSO-Gooseneck-stand-Holder-Lengthened/dp/B012Z3LCSS?ref=pf_vv_at_pdctrvw_dp,2,3.2,"I can't say it is useless, but the arm is not strong enough to hold a 10' tablet.",2016-01-02,-0.913594,18,0,Yes,0.16666666666666666
Jennifer,192,https://www.amazon.ca/Star-Wars-Episode-Favor-Pack/dp/B0150782PW?ref=pf_vv_at_pdctrvw_dp,3,3.0,was expecting better quality,2017-09-19,0.325904,4,0,Yes,0.01111111111111111
SIBY PAUL,11,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,4,4.1,So far looks good,2018-08-11,0.949024,4,0,Yes,0.16666666666666666
Christian,3,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,- Very easy to assemble - Not to noisy - Good quality for the price,2018-08-17,0.855677,12,0,Yes,0.1111111111111111
Amazon Customer,56,https://www.amazon.ca/Scott-75143-Shop-Towels-Rolls/dp/B00NO7BWJE?ref=pf_vv_at_pdctrvw_dp,5,4.4,Great shop towels . Took a little longer than expected,2018-09-11,0.210673,9,0,Yes,0.03448275862068964
Amazon Customer,56,https://www.amazon.ca/Malco-VCB2-EV-10-Inch-Circular/dp/B00JJ6NT68?ref=pf_vv_at_pdctrvw_dp,5,4.4,Far out done my expectations,2018-11-27,-0.46184,5,0,Yes,0.03448275862068964
Jennifer,192,https://www.amazon.ca/Funko-5529-Unmasked-Darth-Vader/dp/B00TOZX5C2?ref=pf_vv_at_pdctrvw_dp,5,4.6,as expected,2018-11-02,0.0,2,0,Yes,0.01111111111111111
Amazon Customer,27,https://www.amazon.ca/200cm-Light-Lights-Maple-Decoration/dp/B015HPBGFK?ref=pf_vv_at_pdctrvw_dp,5,5.0,This tree is beautiful and great for any deck patio backyard etc,2017-05-31,0.997705,12,0,Yes,0.0769230769230769
James A Tibbetts,3,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,It's good. No problems.,2018-10-02,0.0,4,0,Yes,0.3333333333333333
Client d'Amazon,9,https://www.amazon.ca/Learning-Resources-LER0678-Teacher-Stamps/dp/B000NGBH8U?ref=pf_vv_at_pdctrvw_dp,5,2.8,Cool product!!!!,2016-11-08,0.4327425,2,0,Yes,0.03333333333333333
SG,8,https://www.amazon.ca/Rockport-Essential-Details-Cap-Toe/dp/B00AIGPTO8?ref=pf_vv_at_pdctrvw_dp,5,4.4,its been a week since am using this shoe; appropriate fit and good experience so far,2018-10-26,0.92345,16,0,Yes,0.25
Rizzle Dizzle,60,https://www.amazon.ca/Bicentennial-Man-Chris-Allen/dp/630587493X?ref=pf_vv_at_pdctrvw_dp,5,4.5,Neat show thought provoking,2017-10-02,0.877911,4,0,Yes,0.019999999999999993
Amazon Customer,55,https://www.amazon.ca/Under-Armour-Locker-Midnight-Metallic/dp/B01GSWXJM4?ref=pf_vv_at_pdctrvw_dp,4,4.5,"Again, price tag is much less than price paid for the product.",2018-07-30,0.0,12,0,Yes,0.015873015873015872
scott morrell,56,https://www.amazon.ca/ThermoPro-Digital-Cooking-Thermometer-Instant/dp/B01IHHLB3W?ref=pf_vv_at_pdctrvw_dp,5,4.5,Great value for the price very simple design has a little set of temperatures for different types of meat on the back so you don’t …,2018-10-29,0.664108,25,0,Yes,0.023255813953488347
Amazon Customer,64,https://www.amazon.ca/Changeshopping-Rhinestone-Crystal-Earrings-Jewelry/dp/B019Q64DDS?ref=pf_vv_at_pdctrvw_dp,1,2.4,Earrings just drift and hang off your ear. Haven’t ever worn them for that reason alone.,2018-03-21,-0.5703385000000001,16,0,Yes,0.009259259259259266
Rizzle Dizzle,60,NO URL DETECTED,4,0.0,"Works well. Disappointed on quality of picture. I thought I was buying a hi definition kit. But this is lower quality than 720p. Easy to set up, includes everything you need besides screen. You do not have to h…",2017-10-05,0.10505183333333333,39,0,Yes,0.019999999999999993
Sheila Borden,24,https://www.amazon.ca/Snazaroo-Face-Paint-Clown-White/dp/B0013HI448?ref=pf_vv_at_pdctrvw_dp,5,4.6,Was looking everywhere for snazaroo white face paint in large size than the ones we find locally. It's a great product and even better at this size.,2018-05-23,0.4603495,27,0,Yes,0.03571428571428568
Matthew Wickware,21,https://www.amazon.ca/Secura-Stainless-French-Coffee-Screen/dp/B00JE36GLQ?ref=pf_vv_at_pdctrvw_dp,5,4.8,Very simple. Makes great coffee.,2017-04-27,0.4909485,5,0,Yes,0.08333333333333331
Amazon Customer,23,https://www.amazon.ca/Portable-Essential-Shockproof-Organizer-5ml-10ml-15ml/dp/B06XPKY5DQ?ref=pf_vv_at_pdctrvw_dp,5,4.7,Exactly what I wanted.,2017-12-17,0.0,4,0,Yes,0.047619047619047616
Rizzle Dizzle,60,https://www.amazon.ca/Amyhomie-Growing-Hydroponic-Greenhouse-Spectrum/dp/B01HNZ5IVK?ref=pf_vv_at_pdctrvw_dp,5,3.9,Good product would buy more. Durable. Seems strong.,2018-01-06,0.2582993333333333,8,0,Yes,0.019999999999999993
Mike Philpott,21,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,Great product. Came disassembled but very easy to put together.,2018-10-03,0.939616,10,0,Yes,0.062499999999999986
Amazon Customer,57,https://www.amazon.ca/Decen-Cafeti%C3%A8re-French-Coffee-Stainless/dp/B06XDB5XW5?ref=pf_vv_at_pdctrvw_dp,5,4.2,Well made compared to the past french presses I've owned. Paying the few extra dollars for this one was worth it.,2017-06-26,0.8145545,21,0,Yes,0.011764705882352924
AJ,22,https://www.amazon.ca/Raw-Unrefined-Rolling-Supreme-Sticker/dp/B01CB4998G?ref=pf_vv_at_pdctrvw_dp,5,5.0,As described and rated,2018-11-14,0.0,4,0,Yes,0.07692307692307694
Kindle Customer,46,https://www.amazon.ca/DJI-Tello-Recording-Traditional-Camera/dp/B07BDHJJTH?ref=pf_vv_at_pdctrvw_dp,5,4.2,Very stable for a non GPS drone. Good price and quality. 5MP camera is quite good for photos and videos. I wish it had a micro SD slot but saving on the app is ok. App doesn't work well with Android 4.4 but works fine with Android 6. Make sure you do…,2018-11-11,0.412867,52,0,Yes,0.014925373134328342
Michael Hudson,43,https://www.amazon.ca/Camillus-Western-Skinner-9-25-Inch-19087/dp/B009SF5486?ref=pf_vv_at_pdctrvw_dp,5,5.0,Awesome knife. Such a quality blade that is razor sharp. Great grip on the handle also. Thanks,2016-10-14,0.47380425,17,0,Yes,0.016393442622950827
Amazon Customer,2,https://www.amazon.ca/Hum-You-Dont-Know-Words/dp/0735218269?ref=pf_vv_at_pdctrvw_dp,5,4.4,"Beautifully written book, on a topic that I wouldn't have thought I could say that about. The characters are well developed and the story lines are compelling and captivating. It brought up a lot of questions around bias - where it comes from and …",2017-07-25,0.37118633333333334,43,0,Yes,0.125
Amazon Customer,55,https://www.amazon.ca/Our-K9-ROYAL-Collar-Small/dp/B01LWM92G1?ref=pf_vv_at_pdctrvw_dp,5,3.8,My pup pitbull and sr Yorkie both go wild for these treats!,2017-04-05,0.895945,12,0,Yes,0.015873015873015872
Amazon Customer,55,https://www.amazon.ca/Under-Armour-Shinguard-White-Medium/dp/B071P38MV5?ref=pf_vv_at_pdctrvw_dp,4,4.4,Good product but very small.,2018-10-23,-0.426885,5,0,Yes,0.015873015873015872
Dave,3,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,"Fan works great, as it should operate!",2018-09-12,0.970633,7,0,Yes,0.5
Amazon Customer,64,https://www.amazon.ca/American-Dream-Vinyl-LCD-Soundsystem/dp/B073Z99YP4?ref=pf_vv_at_pdctrvw_dp,5,4.7,Boyfriend loved the gift 👍,2018-03-21,0.975686,4,0,Yes,0.009259259259259266
Amazon Customer,9,https://www.amazon.ca/Why-Dont-We-Limelight/dp/0062871315?ref=pf_vv_at_pdctrvw_dp,5,5.0,Can't wait to give it to my daughter on Christmas!,2018-10-31,0.951362,10,0,Yes,0.1111111111111111
Jennifer,192,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774?ref=pf_vv_at_pdctrvw_dp,5,4.1,was looking for an economy priced fan that works and it does the only complaint is the lowest setting could be a little lower,2018-11-02,-0.651174,24,0,Yes,0.01111111111111111
Amazon Customer,14,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,4,4.1,Easy enough to put together. Cage blade etc all made of plastic. Works great,2018-10-09,0.630386,14,0,Yes,0.1111111111111111
Jennifer,192,https://www.amazon.ca/Amscan-Episode-Birthday-Candle-Multicolor/dp/B014WYYJT2?ref=pf_vv_at_pdctrvw_dp,3,3.0,did not work very well,2017-09-19,-0.580265,5,0,Yes,0.01111111111111111
Rizzle Dizzle,60,https://www.amazon.ca/Aluminum-Sealable-Packaging-3-35x5-12-8-5x13cm/dp/B075WPWLN5?ref=pf_vv_at_pdctrvw_dp,5,5.0,Strong bag. Not flimsy. Easy to heat seal if desired. The Ziploc top is nice.,2017-12-10,0.40845,15,0,Yes,0.019999999999999993
Shopaholic,7,https://www.amazon.ca/Anker-Portable-Projector-High-Contrast-Playtime/dp/B076Q3GBJK?ref=pf_vv_at_pdctrvw_dp,5,4.2,[[Updated]]:Anker takes the feedback seriously and are always ready to support with queries and always have an open ear for customer issues.,2018-10-28,0.904102,22,0,Yes,0.2
Amazon Customer,55,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,"Good product, great price",2018-10-23,0.925973,4,0,Yes,0.015873015873015872
Sheila Borden,24,https://www.amazon.ca/MAONO-Integrated-Bluetooth-Portable-Monopod/dp/B072LQ989R?ref=pf_vv_at_pdctrvw_dp,5,4.0,Awesome product very long charge easily used,2018-04-04,0.892522,7,0,Yes,0.03571428571428568
sylvie Rodeghiero,20,https://www.amazon.ca/SortWise-Lockable-Standing-Cosmetic-Organizer/dp/B07DCPZ9NL?ref=pf_vv_at_pdctrvw_dp,5,4.4,"Just perfect for me ,right color",2018-08-20,0.950003,6,0,Yes,0.16666666666666666
makaveli,43,https://www.amazon.ca/UGREEN-Headphone-Splitter-Samsung-Tablets/dp/B00LM0ZGK6?ref=pf_vv_at_pdctrvw_dp,5,4.5,"I needed to replace my wires. So I bought these and so far so good they seem very well made, not like those cheap product that break almost instantly.",2018-10-01,-0.3044785,29,0,Yes,0.01818181818181819
Jennifer,192,https://www.amazon.ca/Santic-Cycling-Underwear-Underpants-Breathable/dp/B074VZHN44?ref=pf_vv_at_pdctrvw_dp,4,2.6,not as compfy as expected but they fit ok,2018-11-02,0.965972,9,0,Yes,0.01111111111111111
Jennifer,192,https://www.amazon.ca/Bubble-Guppies-Plastic-Cup-Toy/dp/B00DNPNKY2?ref=pf_vv_at_pdctrvw_dp,3,3.0,broke really fast,2016-11-24,-0.91948,3,0,Yes,0.01111111111111111
Amazon Customer,55,https://www.amazon.ca/SwaddleMe-54414-Graphic-Jungle-Blankets/dp/B0711B7CTS?ref=pf_vv_at_pdctrvw_dp,5,4.3,My son grew out of his small swaddle blankets and at 6 months still lives to be swaddled at bed time. This blanket is made of a nice material and fits/ holds him very well. He is a big boy at 21.5 lb and long. Was glad to find a large size swaddle bla…,2018-10-23,0.32203650000000006,54,0,Yes,0.015873015873015872
Amazon Customer,55,https://www.amazon.ca/adidas-Womens-Tastigo-Soccer-Shorts/dp/B00R84VRUS?ref=pf_vv_at_pdctrvw_dp,5,5.0,Light weight thin material but nice. Daughter wears spandex under,2018-10-23,0.480016,10,0,Yes,0.015873015873015872
Amazon Customer,55,https://www.amazon.ca/HGWXX7-Summer-Casual-Chiffon-Y-Wine/dp/B07DDH8XBP?ref=pf_vv_at_pdctrvw_dp,5,3.7,This is a very nice little dress especially for the price. It is lightweight and cool. Slightly shorter than I expected and I am 5’2.,2018-10-23,0.6480846666666666,25,0,Yes,0.015873015873015872
makaveli,43,https://www.amazon.ca/UGREEN-Extension-Auxiliary-Headphone-Smartphones/dp/B00MXU6KRM?ref=pf_vv_at_pdctrvw_dp,5,4.6,Need to replace some broken wIres so I bought these. Very high quality materials used i think. So far so good,2018-10-01,0.40982666666666673,21,0,Yes,0.01818181818181819
Joshua Kennedy,8,https://www.amazon.ca/Fanmis-Electronic-Multifuntional-Waterproof-Resistant/dp/B01LFECU2A?ref=pf_vv_at_pdctrvw_dp,4,4.0,My son loves it.,2018-09-02,0.94951,4,0,Yes,0.07142857142857142
Amazon Customer,3,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,"Good fan, pretty loud on the top speed though. Still..for the price it's worth it.",2018-11-21,0.841548,15,0,Yes,0.11111111111111113
Amazon Customer,8,https://www.amazon.ca/SAMSUNG-Li-ion-1900mAh-BATTERY-Samsung/dp/B00J9W6L94?ref=pf_vv_at_pdctrvw_dp,1,2.9,Can only charge to 80%. Hard to fit inside my phone.,2016-06-02,0.0,11,0,Yes,0.16666666666666666
Mike Philpott,21,https://www.amazon.ca/Disney-Uma-Descendants-Wig-Size/dp/B01NC0E9X4?ref=pf_vv_at_pdctrvw_dp,5,5.0,Product exactly as claimed.,2018-10-30,0.0,4,0,Yes,0.062499999999999986
scott morrell,56,https://www.amazon.ca/Turtleneck-Shirts-Thermal-Compression-Sleeve/dp/B016GL5C6S?ref=pf_vv_at_pdctrvw_dp,5,4.4,Nice and warm,2017-12-14,0.0,3,0,Yes,0.023255813953488347
makaveli,43,NO URL DETECTED,1,0.0,When i received the mesh harness the size was way to small. sizeing is off i bought a large and its like extra small,2016-12-13,-0.219244,24,0,Yes,0.01818181818181819
scott morrell,56,https://www.amazon.ca/AmazonBasics-Lounge-Deep-Seat-Patio-Cover/dp/B00LFIZ4Q6?ref=pf_vv_at_pdctrvw_dp,5,4.8,These are really good. Little loops at the bottom keep them on in super high winds.,2018-07-17,0.492014,16,0,Yes,0.023255813953488347
Saima Tazreen,33,https://www.amazon.ca/AmazonBasics-Cube-Wire-Storage-Shelves/dp/B0735GRJXY?ref=pf_vv_at_pdctrvw_dp,4,4.3,This organizer was very easy to set up. I kept the back empty and thus was able to put up one level more than the photo shown. The wires were strong and supportive and I simply loved setting it up!,2018-09-07,0.41640699999999997,40,0,Yes,0.018867924528301886
Amazon Customer,55,https://www.amazon.ca/Elegant-Comfort-6-Piece-Damask-Turquoise/dp/B06XQQ5LWG?ref=pf_vv_at_pdctrvw_dp,5,4.3,"Comfortable, soft. Vibrant colour",2018-10-23,0.0,4,0,Yes,0.015873015873015872
Eldon Cooper,8,https://www.amazon.ca/VivoBarefoot-Womens-Hiker-Walking-Black/dp/B01EXE6AL6?ref=pf_vv_at_pdctrvw_dp,5,5.0,exactly as advertised,2018-11-21,0.0,3,0,Yes,0.1
Saima Tazreen,33,https://www.amazon.ca/inspired-Deathly-Hollows-Sticker-494/dp/B00XKCDEO4?ref=pf_vv_at_pdctrvw_dp,4,4.6,Great addition to any HP fan's room but takes some time to press on.,2018-08-25,0.927539,14,0,Yes,0.018867924528301886
Amazon Customer,23,https://www.amazon.ca/BC-Master-Charger-Charging-Included/dp/B016OBV4BM?ref=pf_vv_at_pdctrvw_dp,5,4.4,Excellent charger. Has helped me out so much. Definitely will buy again for my next vehicle.,2017-06-09,0.8032003333333333,16,0,Yes,0.047619047619047616
Matthew Wickware,21,https://www.amazon.ca/Glasses-Sunglasses-Polarized-Lenses-Women/dp/B013JLU5VA?ref=pf_vv_at_pdctrvw_dp,5,4.4,"I love these sun glasses. Sturdy, light weight and great coverage. Had to order them again, as they are no match for the surf on The Mexican Pipeline.",2017-05-10,0.6535289999999999,28,0,Yes,0.08333333333333331
Kindle Customer,46,https://www.amazon.ca/Scarface-Widescreen-Bilingual-Al-Pacino/dp/B000C20VRS?ref=pf_vv_at_pdctrvw_dp,5,4.3,Went on an Al Pacino binge and you can't go wrong with Scarface.,2018-07-08,-0.782136,13,0,Yes,0.014925373134328342
scott morrell,56,https://www.amazon.ca/Panasonic-KXTGD223N-Digital-Cordless-Handset/dp/B00ISKW6D8?ref=pf_vv_at_pdctrvw_dp,4,4.2,There is some difficulty in simply redialing a number. you have to teach it that its not long distance. If you live in the GTA and have to deal with several local area codes its a pain to set up,2015-04-08,-0.09417466666666667,40,0,Yes,0.023255813953488347
Amazon Customer,64,https://www.amazon.ca/Comfort-Zone-CZST161BTE-Pedestal-Fan/dp/B004IPA774/ref=cm_cr_arp_d_product_top?ie=UTF8,5,4.1,"Exactly what I was looking for. Not too loud. Wish the lowest setting was a little bit lighter but that’s ok. I’m one of those freaks that needs a fan blowing in the bedroom all year round, summer or winter.",2018-12-10,-0.30340933333333336,40,0,Yes,0.009259259259259266
